term,ccode,section,instructor,organization,expl_lvl,q_treatment,visual,oral,help,interesting,overall,attendance,assign_helpful,printed_notes,textbook,new_material,assign_amount,hours_outside,num_responses,enrolled
1165,['AMATH 351'],1,Francis Poulin,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.5,3.0,3.0,2.0,21,33
1135,['CS 349'],2,Daniel Vogel,1.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.5,2.0,3.0,3.0,3.0,50,58
1169,['MATH 135'],14,Ryan Trelford,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.5,2.0,2.0,3.0,3.0,38,58
1155,['CS 115'],2,Curtis Bright,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,29,72
1161,['ACTSC 371'],1,Brent Matheson,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,110,208
1181,['CO 250'],2,Peter Nelson,2.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,50,109
1149,['CS 240'],1,Arne Storjohann,2.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,2.0,35,73
1149,['CS 430'],1,Tian Kou,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,31,44
1165,"['CS 475', 'CS 675']",1,Pascal Poupart,1.0,3.0,1.0,1.5,1.0,2.0,1.5,1.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,16,41
1165,['CS 245'],2,David Toman,4.0,2.0,2.0,3.5,4.0,3.0,3.0,5.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,10,43
1149,['CS 370'],1,Christopher Batty,1.0,3.0,1.0,1.0,1.5,1.5,2.0,1.0,1.0,1.0,1.5,2.0,3.0,3.0,2.0,45,73
1141,['MATH 135'],6,Debbie Leung,2.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,17,94
1145,"['AMATH 332', 'PMATH 332']",1,David Harmsworth,1.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,44,65
1181,['CS 490'],1,Michael Liu,2.0,3.0,2.0,2.0,2.0,1.5,2.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,20,35
1139,['CS 758'],1,Doug Stinson,1.5,3.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,2.0,16,22
1171,['MTHEL 131'],1,David Kohler,2.0,3.0,1.5,2.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,1.5,85,164
1135,['STAT 372'],1,Reza Ramezan,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,57,92
1151,['CS 136'],2,Reaz Ahmed,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,3.0,66,108
1141,['CS 330'],1,Michael Liu,2.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,1.0,81,156
1141,['COMM 400'],1,Mark Arnason,2.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.5,1.5,3.0,3.0,1.0,17,41
1159,['CS 349'],1,Byron Weber Becker,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,3.0,3.0,26,57
1161,"['CS 454', 'CS 654']",1,Khuzaima Daudjee,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,37,57
1141,['MATH 237'],1,Lilia Krivodonova,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,25,86
1165,['CS 241'],2,Nomair Naeem,1.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.5,3.0,3.0,3.0,45,82
1169,['CS 251'],2,Rosina Kharal Kharal,2.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,27,56
1151,['CO 353'],1,Chaitanya Swamy,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,38,52
1149,['MATH 137'],9,Mahmood Alaghmandan,2.0,3.0,2.0,2.0,2.0,1.5,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,126,156
1155,['STAT 371'],1,Hamy Fahmy,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,47,113
1175,['MATH 138'],1,Fiona Dunbar,1.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,40,99
1185,"['CS 486', 'CS 686']",1,Peter van Beek,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,63,120
1179,['CS 234'],1,Luchen Tan,3.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,43,106
1171,['MATH 127'],3,Owen Woody,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,40,92
1161,"['ACTSC 433', 'ACTSC 833']",1,Johnny Li,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,2.0,40,55
1135,['CS 246'],2,Adam Micheal Roegiest,2.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,3.0,21,79
1145,['STAT 231'],2,William James Marshall,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.5,2.0,2.0,2.0,3.0,3.0,2.0,57,163
1141,['CS 349'],1,Michael Terry,1.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,37,70
1139,['MATH 135'],11,J. P. Pretti,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.5,3.0,3.0,2.0,21,29
1165,"['CS 486', 'CS 686']",1,Peter van Beek,1.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,41,69
1155,['CS 247'],2,Joanne Atlee,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,1.5,3.0,2.0,3.0,38,78
1151,['MATH 104'],1,Ilona Anna Kowalik-Urbaniak,2.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,21,38
1181,['MATH 135'],5,Eli Shamovich,2.0,3.0,1.0,2.0,2.0,1.0,2.0,1.5,1.0,2.0,1.0,2.0,3.0,3.0,2.5,10,15
1169,['AMATH 731'],1,Edward Vrscay,2.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,9,15
1159,['MATH 127'],3,Brian Ingalls,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,62,118
1141,['CS 846'],1,Mike Godfrey,1.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.5,3.0,3.0,2.0,9,9
1159,['CS 241'],4,Kevin Lanctot,2.0,3.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,3.0,24,59
1165,['CS 234'],1,Saeed Mehrabi,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,47,100
1151,['MATBUS 472'],1,Keith Freeland,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,28,55
1179,['MATH 127'],9,Owen Woody,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,62,107
1161,['CS 240'],4,Therese Biedl,1.0,3.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,2.0,1.5,3.0,3.0,3.0,25,35
1155,['MATH 127'],1,Paula Smith,2.0,3.0,1.0,2.5,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,2.0,18,50
1181,['ACTSC 468'],1,Dave Martindale,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,9,16
1139,['CS 115'],3,Lori Case,2.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,34,56
1155,['MATH 128'],1,Edward Dupont,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.5,2.0,3.0,3.0,2.0,52,142
1149,"['AMATH 331', 'PMATH 331']",1,Robert Andre,1.0,3.0,2.0,2.0,1.0,1.5,2.0,1.5,1.0,2.0,1.0,2.0,3.0,3.0,2.0,46,82
1165,"['CS 456', 'CS 656']",2,Ghada Badawy,3.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,35,80
1181,"['CS 458', 'CS 658']",1,Urs Hengartner,2.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,33,63
1185,['STAT 330'],1,Sandip Barui,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,47,140
1159,['CS 240'],2,Arne Storjohann,2.0,3.0,2.5,3.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,2.0,29,95
1149,['MATH 137'],4,Bamdad Yahaghi,3.0,3.0,2.0,3.0,3.0,1.0,2.0,3.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,102,145
1179,['CS 241'],1,Dan Holtby,2.0,3.0,2.0,2.0,2.5,2.5,2.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,18,54
1169,['CS 330'],1,Robin Cohen,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,59,107
1145,['MATH 207'],1,Paula Smith,2.0,3.0,2.0,2.0,1.5,2.0,2.0,2.5,1.0,1.0,2.0,1.0,2.5,3.0,2.0,8,18
1155,['CS 492'],1,William Cowan,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,3.0,2.0,16,44
1139,['MATH 128'],1,Rahul Rahul,2.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,40,124
1179,"['CS 486', 'CS 686']",2,Kate Larson,2.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.5,2.0,2.0,3.0,3.0,3.0,34,97
1175,['CS 246'],5,Nomair Naeem,1.0,3.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.5,3.0,2.0,4.0,46,78
1175,['MATH 247'],1,Alexandru Nica,1.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,33,43
1159,['MATH 135'],20,Shane Bauman,1.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.5,2.5,3.0,3.0,42,58
1159,['COMM 231'],1,Joe Radocchia,2.0,3.0,2.0,2.0,2.0,2.5,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,46,135
1145,['CS 245'],2,Daniela Maftuleac,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,44,99
1135,['MATH 239'],1,Martin Pei,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,49,111
1179,['CS 115'],6,John Akinyemi,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,63,86
1171,['MATH 239'],3,Karen Yeats,2.0,3.0,1.0,2.0,1.5,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,70,124
1141,['STAT 443'],2,Reza Ramezan,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,32,43
1149,"['CS 445', 'CS 645', 'ECE 451']",1,Richard Trefler,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,2.0,1.5,3.0,3.0,2.0,24,55
1169,['AMATH 251'],1,Kevin Lamb,2.0,3.0,2.0,2.0,2.0,1.5,2.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,2.5,18,27
1139,['MATH 235'],5,Gary Au,2.0,3.0,2.0,2.0,2.0,1.5,2.0,2.0,1.0,2.0,2.0,1.5,3.0,3.0,2.0,18,29
1179,['STAT 230'],4,Dina Dawoud,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,132,249
1135,['CS 350'],2,Dave Tompkins,1.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,61,56
1135,['STAT 330'],2,Mehdi Molkaraie,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,26,49
1179,['CS 330'],2,Ahmed Ibrahim,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,55,109
1179,['MATH 135'],29,Julia Brandes,2.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,27,37
1175,['CS 870'],1,Jeff Orchard,2.0,3.0,1.0,1.5,2.0,1.5,1.0,2.0,1.0,1.0,2.0,1.5,3.0,3.0,2.0,12,16
1159,['CS 251'],1,Rosina Kharal Kharal,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,47,91
1169,['CS 245'],4,Collin Roberts,2.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,42,80
1169,['STAT 230'],3,Dina Dawoud,1.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.5,3.0,3.0,2.0,97,193
1169,['MATH 136'],81,Burcu Tuncer Karabina,2.0,3.0,1.5,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,3.0,2.0,11,37
1179,['MATH 135'],13,Wentang Kuo,2.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.5,3.0,3.0,42,52
1149,['CS 135'],2,Dave Tompkins,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,84,108
1169,['CS 343'],2,Peter Buhr,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.5,3.0,3.0,3.0,36,60
1181,"['CO 481', 'CS 467', 'PHYS 467']",1,Debbie Leung,2.0,2.0,2.0,3.0,3.0,1.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,30,32
1161,['CS 370'],1,Lori Case,1.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,38,73
1139,['CO 342'],1,Christopher Godsil,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,33,47
1181,"['CS 449', 'CS 649']",1,Anastasia Kuzminykh,2.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,2.0,41,64
1185,['STAT 443'],1,Hamy Fahmy,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,34,128
1159,['MATH 239'],2,Penny Haxell,1.0,3.0,1.0,1.5,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,49,100
1145,['MATH 136'],1,Patrick Roh,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,38,98
1159,['SE 212'],1,Nancy Day,1.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,2.0,25,70
1141,"['CS 445', 'CS 645', 'ECE 451']",1,Joanne Atlee,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,28,55
1171,"['CS 698', 'ENGL 795']",4,Chrysanne DiMarco,4.0,2.5,3.0,2.5,3.0,2.0,2.0,3.5,1.0,2.0,2.0,3.0,3.0,3.0,2.0,3,2
1181,['STAT 372'],1,Reza Ramezan,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,31,55
1169,['CS 886'],1,Kate Larson,2.0,3.0,1.0,2.0,1.5,1.0,1.0,2.0,1.0,1.5,2.0,1.0,3.0,3.0,3.0,8,14
1169,['CS 145'],1,Gordon Cormack,2.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.5,1.0,3.0,3.0,2.0,55,71
1159,['CS 246'],4,Cheng Zhang,2.0,3.0,3.0,2.0,3.0,3.0,1.5,3.0,1.0,1.0,2.0,2.0,3.0,2.0,4.0,46,92
1171,['CS 136'],8,Dave Tompkins,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,74,91
1165,['CS 241'],4,Dan Holtby,2.0,3.0,2.0,3.0,2.5,2.5,1.0,2.0,1.5,1.5,2.5,2.0,3.0,3.0,3.0,16,54
1181,"['STAT 437', 'STAT 837']",1,Liqun Diao,2.0,3.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,1.5,2.0,3.0,3.0,2.0,21,26
1151,['STAT 316'],1,Jack Robinson,2.0,3.0,2.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,65,131
1149,['STAT 230'],1,Steve Drekic,1.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,125,245
1181,['ACTSC 468'],1,Javid Ali,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,9,16
1181,['MATH 136'],9,Martin Pei,2.0,3.0,1.5,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.5,1.0,3.0,3.0,2.0,113,157
1155,['ACTSC 231'],2,Wenjun Zhu,2.0,3.0,1.5,2.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,31,70
1161,['CS 341'],3,Bin Ma,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,25,87
1135,['PMATH 351'],1,Laura Raquel Marti Perez,2.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,19,26
1181,['MATH 128'],1,Paul McGrath,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.5,3.0,3.0,2.0,53,119
1159,['AMATH 231'],1,Edward Vrscay,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,2.0,3.0,3.0,2.0,15,22
1151,['MATBUS 471'],1,Peter Wood,1.0,3.0,1.0,2.0,1.0,1.5,2.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,2.0,27,75
1175,['CS 246'],1,Nomair Naeem,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,4.0,47,80
1131,['STAT 443'],1,Reza Ramezan,2.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,49,83
1151,['STAT 330'],2,Yingli Qin,1.0,3.0,1.0,1.0,1.0,1.5,2.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,29,76
1181,['CS 240'],2,Kevin Lanctot,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,33,80
1185,"['CS 466', 'CS 666']",1,Lap Chi Lau,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,32,75
1169,['MATH 127'],81,Barbara Forrest,2.0,3.0,3.0,1.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,5,33
1155,['MATH 239'],4,Peter Nelson,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,79,150
1175,['MATH 237'],1,Wu Wu,3.0,3.0,2.0,2.0,3.0,2.5,2.0,3.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,36,113
1139,['STAT 332'],1,Matthias Schonlau,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,48,117
1175,['STAT 230'],4,Conrad Hewitt,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,26,33
1145,['MATH 136'],2,Darryl George Hoving,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.5,2.0,2.0,1.0,3.0,3.0,2.0,36,98
1179,['MATH 135'],17,Rahim Moosa,2.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,31,38
1139,"['STAT 431', 'STAT 831']",1,Cecilia Cotton,1.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,47,84
1185,"['CO 471', 'CO 671']",1,Levent Tuncel,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,5.0,11,22
1161,['CS 792'],1,Helen Chen,2.0,3.0,1.5,2.0,2.5,1.5,2.0,2.0,1.5,2.0,2.0,2.0,2.5,3.0,2.0,6,8
1155,['ACTSC 991'],1,Ruodo Wang,1.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,11,17
1175,['STAT 443'],1,Hamy Fahmy,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,76,206
1181,['ACTSC 622'],1,Mary Hardy,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,7,14
1141,['MATH 239'],2,Mike Mosca,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,32,89
1151,"['STAT 331', 'SYDE 334']",1,Martin Lysy,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,73,139
1175,['CO 351'],1,Ashwin Nayak,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,14,45
1139,['CS 246'],4,Brad Lushman,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,4.0,33,80
1159,['MATH 237'],4,Lilia Krivodonova,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.5,2.0,2.0,3.0,3.0,2.0,50,100
1161,"['PMATH 432', 'PMATH 632']",1,Ross Willard,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.5,2.0,3.0,3.0,2.0,9,14
1181,['MATH 135'],4,Seyed Ali Aleyasin,4.0,3.0,2.5,4.0,3.0,1.0,2.0,3.0,1.0,1.5,1.0,1.0,3.0,3.0,3.0,6,16
1141,['CS 240'],2,Olga Zorin,2.0,3.0,1.5,2.0,2.0,2.0,2.0,1.5,1.0,2.0,2.0,2.0,3.0,3.0,2.0,52,91
1181,['CO 331'],1,Gabriel Gauthier-Shalom,2.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,23,53
1139,['CS 348'],1,Edward Chan,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,2.0,3.0,3.0,3.0,2.0,21,87
1171,['CS 135'],1,Victoria Sakhnini,1.0,3.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,66,92
1151,"['CS 444', 'CS 644']",1,Brad Lushman,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,37,51
1171,['STAT 333'],1,Steve Drekic,1.0,3.0,1.0,1.0,1.0,1.5,2.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,48,86
1141,['AMATH 451'],1,Xinzhi Liu,2.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,22,25
1175,['CS 116'],1,Victoria Sakhnini,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,34,64
1139,['AMATH 456'],1,Don Chang,2.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,2.0,39,56
1179,['CO 739'],1,David Wagner,1.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.5,3.0,1.5,6,8
1141,['MATH 228'],1,Andrew Beltaos,1.0,3.0,1.5,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,3.0,3.0,2.0,6,22
1169,['MATH 138'],2,Matthew Kennedy,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,39,97
1151,['CS 230'],1,Sandy Graham,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,48,118
1141,['MATH 135'],4,Martin Pei,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,49,154
1169,['MATH 127'],1,Jonathan Murley,3.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,72,107
1165,['CS 115'],2,John Akinyemi,2.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,2.5,38,82
1169,['MATH 600'],81,Dave Pritchard,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,42,73
